2024-08-01 13:04:53 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:124 | 输入信息:{'name': '', 'id_card_number': '', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:12:14 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:125 | 输入信息:{'name': '刘冬梅', 'id_card_number': '370200196505289543', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:12:14 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:179 | 连接到 MYSQL 成功!
2024-08-01 13:12:14 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:138 | 查询数据开始
2024-08-01 13:12:14 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:143 | [10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:12:14 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:204 | 查询结果:None
2024-08-01 13:12:14 | lgh_info_log | ERROR    | input_lgh_info_01_in_pywebio.py:206 | 无法获取数据!
2024-08-01 13:16:47 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:125 | 输入信息:{'name': '刘冬梅', 'id_card_number': '370200196505289543', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:16:47 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:180 | 连接到 MYSQL 成功!
2024-08-01 13:16:47 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:138 | 查询数据开始
2024-08-01 13:16:47 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:143 | [10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:16:47 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:205 | 查询结果:[10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:25:49 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:142 | 输入信息:{'name': '刘冬梅', 'id_card_number': '370200196505289543', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:25:49 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:197 | 连接到 MYSQL 成功!
2024-08-01 13:25:49 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:155 | 查询数据开始
2024-08-01 13:25:49 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:160 | [10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:25:49 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:222 | 查询结果:[10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:27:08 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:142 | 输入信息:{'name': '刘冬梅', 'id_card_number': '3702001965052895430', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:27:08 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:197 | 连接到 MYSQL 成功!
2024-08-01 13:27:08 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:155 | 查询数据开始
2024-08-01 13:27:08 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:222 | 查询结果:None
2024-08-01 13:27:08 | lgh_info_log | ERROR    | input_lgh_info_01_in_pywebio.py:224 | 无法获取数据!
2024-08-01 13:27:45 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:142 | 输入信息:{'name': '刘冬梅', 'id_card_number': '370200196505289543', 'birthday': '', 'sex': '', 'age': '', 'phone_number': '', 'address': '', 'radio_area': '严家闸办事处'}
2024-08-01 13:27:45 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:197 | 连接到 MYSQL 成功!
2024-08-01 13:27:45 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:155 | 查询数据开始
2024-08-01 13:27:45 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:160 | [10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
2024-08-01 13:27:45 | lgh_info_log | INFO     | input_lgh_info_01_in_pywebio.py:222 | 查询结果:[10, '刘冬梅', '370200196505289543', datetime.date(1965, 5, 28), '男', 59, '13935750730', '山东省青岛市大冶路N座', '芦柴湖办事处']
